"","Border","Date","Measure","Value","Average"
"1376","US-Mexico Border","09/01/2014 12:00:00 AM","Rail Containers Full",39829,24848
"1382","US-Mexico Border","09/01/2014 12:00:00 AM","Rail Containers Empty",35826,28670
"1371","US-Canada Border","09/01/2014 12:00:00 AM","Train Passengers",31724,20764
"1387","US-Mexico Border","09/01/2014 12:00:00 AM","Buses",17873,20642
"1373","US-Canada Border","09/01/2014 12:00:00 AM","Buses",10166,12075
"1372","US-Canada Border","09/01/2014 12:00:00 AM","Trains",2395,2586
"1388","US-Mexico Border","09/01/2014 12:00:00 AM","Trains",822,686
"1392","US-Mexico Border","09/01/2014 12:00:00 AM","Train Passengers",735,1055
"1405","US-Mexico Border","08/01/2014 12:00:00 AM","Personal Vehicle Passengers",11039598,14628378
"1398","US-Canada Border","08/01/2014 12:00:00 AM","Personal Vehicle Passengers",7625126,5828064
"1404","US-Mexico Border","08/01/2014 12:00:00 AM","Personal Vehicles",5845113,6599299
"1393","US-Canada Border","08/01/2014 12:00:00 AM","Personal Vehicles",3669624,2724078
"1400","US-Mexico Border","08/01/2014 12:00:00 AM","Pedestrians",3418339,3723818
"1395","US-Canada Border","08/01/2014 12:00:00 AM","Trucks",472788,516390
"1407","US-Mexico Border","08/01/2014 12:00:00 AM","Trucks",442428,375873
"1397","US-Canada Border","08/01/2014 12:00:00 AM","Truck Containers Full",343070,383304
"1414","US-Mexico Border","08/01/2014 12:00:00 AM","Truck Containers Full",305735,228535
"1416","US-Mexico Border","08/01/2014 12:00:00 AM","Bus Passengers",297019,259941
"1401","US-Canada Border","08/01/2014 12:00:00 AM","Bus Passengers",283648,293662
"1399","US-Canada Border","08/01/2014 12:00:00 AM","Rail Containers Full",137412,101451
"1412","US-Mexico Border","08/01/2014 12:00:00 AM","Truck Containers Empty",132209,140186
"1396","US-Canada Border","08/01/2014 12:00:00 AM","Truck Containers Empty",116377,79949
"1403","US-Canada Border","08/01/2014 12:00:00 AM","Pedestrians",84822,48750
"1406","US-Canada Border","08/01/2014 12:00:00 AM","Rail Containers Empty",67671,40223
"1394","US-Canada Border","08/01/2014 12:00:00 AM","Train Passengers",45973,20651
"1408","US-Mexico Border","08/01/2014 12:00:00 AM","Rail Containers Full",42184,24770
"1415","US-Mexico Border","08/01/2014 12:00:00 AM","Rail Containers Empty",36882,28633
"1411","US-Mexico Border","08/01/2014 12:00:00 AM","Buses",18743,20651
"1409","US-Canada Border","08/01/2014 12:00:00 AM","Buses",12071,12075
"1410","US-Canada Border","08/01/2014 12:00:00 AM","Trains",2447,2587
"1413","US-Mexico Border","08/01/2014 12:00:00 AM","Train Passengers",1021,1055
"1402","US-Mexico Border","08/01/2014 12:00:00 AM","Trains",894,685
"1436","US-Mexico Border","07/01/2014 12:00:00 AM","Personal Vehicle Passengers",11171707,14643948
"1432","US-Canada Border","07/01/2014 12:00:00 AM","Personal Vehicle Passengers",6831218,5823545
"1438","US-Mexico Border","07/01/2014 12:00:00 AM","Personal Vehicles",5799551,6602902
"1426","US-Canada Border","07/01/2014 12:00:00 AM","Personal Vehicles",3419253,2720946
"1439","US-Mexico Border","07/01/2014 12:00:00 AM","Pedestrians",3361583,3725450
"1433","US-Canada Border","07/01/2014 12:00:00 AM","Trucks",493212,516494
"1430","US-Mexico Border","07/01/2014 12:00:00 AM","Trucks",461001,375490
"1418","US-Canada Border","07/01/2014 12:00:00 AM","Truck Containers Full",358453,383416
"1434","US-Mexico Border","07/01/2014 12:00:00 AM","Truck Containers Full",320620,228120
"1427","US-Mexico Border","07/01/2014 12:00:00 AM","Bus Passengers",316258,259688
"1420","US-Canada Border","07/01/2014 12:00:00 AM","Bus Passengers",244119,293886
"1424","US-Canada Border","07/01/2014 12:00:00 AM","Rail Containers Full",137066,101290
"1421","US-Mexico Border","07/01/2014 12:00:00 AM","Truck Containers Empty",135957,140205
"1428","US-Canada Border","07/01/2014 12:00:00 AM","Truck Containers Empty",122997,79755
"1435","US-Canada Border","07/01/2014 12:00:00 AM","Rail Containers Empty",69880,40089
"1425","US-Canada Border","07/01/2014 12:00:00 AM","Pedestrians",66098,48672
"1422","US-Mexico Border","07/01/2014 12:00:00 AM","Rail Containers Full",41929,24693
"1417","US-Canada Border","07/01/2014 12:00:00 AM","Train Passengers",41299,20558
"1431","US-Mexico Border","07/01/2014 12:00:00 AM","Rail Containers Empty",36057,28599
"1440","US-Mexico Border","07/01/2014 12:00:00 AM","Buses",19392,20656
"1419","US-Canada Border","07/01/2014 12:00:00 AM","Buses",11953,12075
"1423","US-Canada Border","07/01/2014 12:00:00 AM","Trains",2558,2587
"1429","US-Mexico Border","07/01/2014 12:00:00 AM","Train Passengers",929,1055
"1437","US-Mexico Border","07/01/2014 12:00:00 AM","Trains",847,685
"1463","US-Mexico Border","06/01/2014 12:00:00 AM","Personal Vehicle Passengers",10310771,14663555
"1449","US-Mexico Border","06/01/2014 12:00:00 AM","Personal Vehicles",5646577,6607229
"1441","US-Canada Border","06/01/2014 12:00:00 AM","Personal Vehicle Passengers",5549046,5824788
"1462","US-Mexico Border","06/01/2014 12:00:00 AM","Pedestrians",3213764,3727765
"1447","US-Canada Border","06/01/2014 12:00:00 AM","Personal Vehicles",3016053,2719611
"1445","US-Canada Border","06/01/2014 12:00:00 AM","Trucks",502196,516559
"1446","US-Mexico Border","06/01/2014 12:00:00 AM","Trucks",446531,375168
"1451","US-Canada Border","06/01/2014 12:00:00 AM","Truck Containers Full",372266,383467
"1459","US-Mexico Border","06/01/2014 12:00:00 AM","Truck Containers Full",316509,227720
"1461","US-Canada Border","06/01/2014 12:00:00 AM","Bus Passengers",232846,294162
"1455","US-Mexico Border","06/01/2014 12:00:00 AM","Bus Passengers",220363,259866
"1454","US-Canada Border","06/01/2014 12:00:00 AM","Rail Containers Full",130092,101160
"1453","US-Mexico Border","06/01/2014 12:00:00 AM","Truck Containers Empty",127727,140262
"1450","US-Canada Border","06/01/2014 12:00:00 AM","Truck Containers Empty",121650,79565
"1448","US-Canada Border","06/01/2014 12:00:00 AM","Rail Containers Empty",66201,39971
"1444","US-Canada Border","06/01/2014 12:00:00 AM","Pedestrians",47554,48677
"1464","US-Mexico Border","06/01/2014 12:00:00 AM","Rail Containers Full",42591,24612
"1457","US-Canada Border","06/01/2014 12:00:00 AM","Train Passengers",40274,20468
"1452","US-Mexico Border","06/01/2014 12:00:00 AM","Rail Containers Empty",37213,28560
"1443","US-Mexico Border","06/01/2014 12:00:00 AM","Buses",17433,20671
"1458","US-Canada Border","06/01/2014 12:00:00 AM","Buses",11481,12078
"1456","US-Canada Border","06/01/2014 12:00:00 AM","Trains",2440,2588
"1460","US-Mexico Border","06/01/2014 12:00:00 AM","Train Passengers",997,1056
"1442","US-Mexico Border","06/01/2014 12:00:00 AM","Trains",844,684
"1474","US-Mexico Border","05/01/2014 12:00:00 AM","Personal Vehicle Passengers",10752775,14681332
"1483","US-Mexico Border","05/01/2014 12:00:00 AM","Personal Vehicles",5909610,6610400
"1475","US-Canada Border","05/01/2014 12:00:00 AM","Personal Vehicle Passengers",5121265,5827985
"1484","US-Mexico Border","05/01/2014 12:00:00 AM","Pedestrians",3486494,3728862
"1467","US-Canada Border","05/01/2014 12:00:00 AM","Personal Vehicles",2800323,2719244
"1480","US-Canada Border","05/01/2014 12:00:00 AM","Trucks",503633,516618
"1465","US-Mexico Border","05/01/2014 12:00:00 AM","Trucks",474277,374718
"1471","US-Canada Border","05/01/2014 12:00:00 AM","Truck Containers Full",379717,383484
"1487","US-Mexico Border","05/01/2014 12:00:00 AM","Truck Containers Full",341856,227202
"1468","US-Canada Border","05/01/2014 12:00:00 AM","Bus Passengers",270619,294269
"1479","US-Mexico Border","05/01/2014 12:00:00 AM","Bus Passengers",248796,259916
"1473","US-Canada Border","05/01/2014 12:00:00 AM","Rail Containers Full",139574,100985
"1466","US-Mexico Border","05/01/2014 12:00:00 AM","Truck Containers Empty",128649,140314
"1472","US-Canada Border","05/01/2014 12:00:00 AM","Truck Containers Empty",121062,79377
"1477","US-Canada Border","05/01/2014 12:00:00 AM","Rail Containers Empty",73214,39820
"1482","US-Mexico Border","05/01/2014 12:00:00 AM","Rail Containers Full",43652,24525
"1478","US-Canada Border","05/01/2014 12:00:00 AM","Pedestrians",39591,48718
"1481","US-Mexico Border","05/01/2014 12:00:00 AM","Rail Containers Empty",38438,28515
"1470","US-Canada Border","05/01/2014 12:00:00 AM","Train Passengers",26823,20440
"1488","US-Mexico Border","05/01/2014 12:00:00 AM","Buses",17705,20684
"1469","US-Canada Border","05/01/2014 12:00:00 AM","Buses",10919,12083
"1486","US-Canada Border","05/01/2014 12:00:00 AM","Trains",2643,2588
"1485","US-Mexico Border","05/01/2014 12:00:00 AM","Train Passengers",998,1056
"1476","US-Mexico Border","05/01/2014 12:00:00 AM","Trains",858,683
"1509","US-Mexico Border","04/01/2014 12:00:00 AM","Personal Vehicle Passengers",10664973,14699671
"1491","US-Mexico Border","04/01/2014 12:00:00 AM","Personal Vehicles",5725123,6614442
"1495","US-Canada Border","04/01/2014 12:00:00 AM","Personal Vehicle Passengers",4504362,5834029
"1492","US-Mexico Border","04/01/2014 12:00:00 AM","Pedestrians",3469375,3730047
"1494","US-Canada Border","04/01/2014 12:00:00 AM","Personal Vehicles",2462952,2720414
"1511","US-Canada Border","04/01/2014 12:00:00 AM","Trucks",496986,516707
"1489","US-Mexico Border","04/01/2014 12:00:00 AM","Trucks",468263,374290
"1507","US-Canada Border","04/01/2014 12:00:00 AM","Truck Containers Full",335656,383702
"1502","US-Mexico Border","04/01/2014 12:00:00 AM","Truck Containers Full",334269,226713
"1504","US-Mexico Border","04/01/2014 12:00:00 AM","Bus Passengers",236353,260024
"1499","US-Canada Border","04/01/2014 12:00:00 AM","Bus Passengers",179223,294794
"1497","US-Canada Border","04/01/2014 12:00:00 AM","Rail Containers Full",128361,100860
"1505","US-Mexico Border","04/01/2014 12:00:00 AM","Truck Containers Empty",126745,140376
"1493","US-Canada Border","04/01/2014 12:00:00 AM","Truck Containers Empty",103739,79265
"1498","US-Canada Border","04/01/2014 12:00:00 AM","Rail Containers Empty",69731,39684
"1510","US-Mexico Border","04/01/2014 12:00:00 AM","Rail Containers Empty",37045,28476
"1496","US-Mexico Border","04/01/2014 12:00:00 AM","Rail Containers Full",36993,24468
"1501","US-Canada Border","04/01/2014 12:00:00 AM","Pedestrians",28868,48809
"1512","US-Mexico Border","04/01/2014 12:00:00 AM","Buses",17739,20698
"1503","US-Canada Border","04/01/2014 12:00:00 AM","Train Passengers",14735,20466
"1506","US-Canada Border","04/01/2014 12:00:00 AM","Buses",7866,12102
"1508","US-Canada Border","04/01/2014 12:00:00 AM","Trains",2403,2588
"1500","US-Mexico Border","04/01/2014 12:00:00 AM","Train Passengers",810,1057
"1490","US-Mexico Border","04/01/2014 12:00:00 AM","Trains",792,683
"1532","US-Mexico Border","03/01/2014 12:00:00 AM","Personal Vehicle Passengers",10770574,14717695
"1536","US-Mexico Border","03/01/2014 12:00:00 AM","Personal Vehicles",5871236,6617851
"1517","US-Canada Border","03/01/2014 12:00:00 AM","Personal Vehicle Passengers",4446192,5840396
"1531","US-Mexico Border","03/01/2014 12:00:00 AM","Pedestrians",3708458,3730146
"1520","US-Canada Border","03/01/2014 12:00:00 AM","Personal Vehicles",2356327,2722084
"1524","US-Canada Border","03/01/2014 12:00:00 AM","Trucks",494908,516807
"1519","US-Mexico Border","03/01/2014 12:00:00 AM","Trucks",467828,373861
"1513","US-Canada Border","03/01/2014 12:00:00 AM","Truck Containers Full",370215,383764
"1521","US-Mexico Border","03/01/2014 12:00:00 AM","Truck Containers Full",335320,226215
"1529","US-Mexico Border","03/01/2014 12:00:00 AM","Bus Passengers",225340,260183
"1518","US-Canada Border","03/01/2014 12:00:00 AM","Rail Containers Full",133196,100712
"1522","US-Canada Border","03/01/2014 12:00:00 AM","Bus Passengers",132912,295537
"1533","US-Mexico Border","03/01/2014 12:00:00 AM","Truck Containers Empty",129838,140425
"1523","US-Canada Border","03/01/2014 12:00:00 AM","Truck Containers Empty",117023,79092
"1515","US-Canada Border","03/01/2014 12:00:00 AM","Rail Containers Empty",64003,39572
"1534","US-Mexico Border","03/01/2014 12:00:00 AM","Rail Containers Full",41051,24392
"1535","US-Mexico Border","03/01/2014 12:00:00 AM","Rail Containers Empty",37412,28435
"1526","US-Mexico Border","03/01/2014 12:00:00 AM","Buses",19868,20702
"1527","US-Canada Border","03/01/2014 12:00:00 AM","Pedestrians",16327,48958
"1516","US-Canada Border","03/01/2014 12:00:00 AM","Train Passengers",13625,20497
"1525","US-Canada Border","03/01/2014 12:00:00 AM","Buses",6529,12128
"1514","US-Canada Border","03/01/2014 12:00:00 AM","Trains",2283,2590
"1530","US-Mexico Border","03/01/2014 12:00:00 AM","Train Passengers",821,1058
"1528","US-Mexico Border","03/01/2014 12:00:00 AM","Trains",820,682
"1550","US-Mexico Border","02/01/2014 12:00:00 AM","Personal Vehicle Passengers",9302310,14742650
"1539","US-Mexico Border","02/01/2014 12:00:00 AM","Personal Vehicles",5122080,6624744
"1552","US-Canada Border","02/01/2014 12:00:00 AM","Personal Vehicle Passengers",3514880,5851112
"1553","US-Mexico Border","02/01/2014 12:00:00 AM","Pedestrians",3227472,3732462
"1543","US-Canada Border","02/01/2014 12:00:00 AM","Personal Vehicles",1946939,2725656
"1547","US-Canada Border","02/01/2014 12:00:00 AM","Trucks",444749,517139
"1551","US-Mexico Border","02/01/2014 12:00:00 AM","Trucks",422277,373638
"1538","US-Canada Border","02/01/2014 12:00:00 AM","Truck Containers Full",332464,384000
"1558","US-Mexico Border","02/01/2014 12:00:00 AM","Truck Containers Full",302225,225864
"1556","US-Mexico Border","02/01/2014 12:00:00 AM","Bus Passengers",161349,260638
"1540","US-Mexico Border","02/01/2014 12:00:00 AM","Truck Containers Empty",122777,140506
"1544","US-Canada Border","02/01/2014 12:00:00 AM","Rail Containers Full",117762,100634
"1542","US-Canada Border","02/01/2014 12:00:00 AM","Bus Passengers",111190,296386
"1548","US-Canada Border","02/01/2014 12:00:00 AM","Truck Containers Empty",108834,78955
"1541","US-Canada Border","02/01/2014 12:00:00 AM","Rail Containers Empty",52968,39510
"1559","US-Mexico Border","02/01/2014 12:00:00 AM","Rail Containers Full",36238,24337
"1546","US-Mexico Border","02/01/2014 12:00:00 AM","Rail Containers Empty",32305,28418
"1549","US-Mexico Border","02/01/2014 12:00:00 AM","Buses",14414,20731
"1555","US-Canada Border","02/01/2014 12:00:00 AM","Pedestrians",11364,49131
"1537","US-Canada Border","02/01/2014 12:00:00 AM","Train Passengers",11266,20540
"1557","US-Canada Border","02/01/2014 12:00:00 AM","Buses",5919,12156
"1545","US-Canada Border","02/01/2014 12:00:00 AM","Trains",2103,2592
"1554","US-Mexico Border","02/01/2014 12:00:00 AM","Trains",720,682
"1560","US-Mexico Border","02/01/2014 12:00:00 AM","Train Passengers",703,1060
"1580","US-Mexico Border","01/01/2014 12:00:00 AM","Personal Vehicle Passengers",10445970,14762542
"1584","US-Mexico Border","01/01/2014 12:00:00 AM","Personal Vehicles",5620062,6629396
"1568","US-Canada Border","01/01/2014 12:00:00 AM","Personal Vehicle Passengers",3725920,5860951
"1581","US-Mexico Border","01/01/2014 12:00:00 AM","Pedestrians",3578512,3733175
"1563","US-Canada Border","01/01/2014 12:00:00 AM","Personal Vehicles",2105364,2728528
"1572","US-Canada Border","01/01/2014 12:00:00 AM","Trucks",459050,517408
"1574","US-Mexico Border","01/01/2014 12:00:00 AM","Trucks",443209,373316
"1566","US-Canada Border","01/01/2014 12:00:00 AM","Truck Containers Full",340521,384202
"1569","US-Mexico Border","01/01/2014 12:00:00 AM","Truck Containers Full",307934,225484
"1579","US-Mexico Border","01/01/2014 12:00:00 AM","Bus Passengers",230588,260777
"1576","US-Mexico Border","01/01/2014 12:00:00 AM","Truck Containers Empty",136366,140525
"1575","US-Canada Border","01/01/2014 12:00:00 AM","Rail Containers Full",123695,100527
"1561","US-Canada Border","01/01/2014 12:00:00 AM","Truck Containers Empty",114561,78790
"1564","US-Canada Border","01/01/2014 12:00:00 AM","Bus Passengers",110227,297248
"1573","US-Canada Border","01/01/2014 12:00:00 AM","Rail Containers Empty",59394,39418
"1582","US-Mexico Border","01/01/2014 12:00:00 AM","Rail Containers Empty",33695,28393
"1583","US-Mexico Border","01/01/2014 12:00:00 AM","Rail Containers Full",31842,24303
"1562","US-Mexico Border","01/01/2014 12:00:00 AM","Buses",16793,20749
"1565","US-Canada Border","01/01/2014 12:00:00 AM","Train Passengers",12983,20575
"1577","US-Canada Border","01/01/2014 12:00:00 AM","Pedestrians",12681,49300
"1570","US-Canada Border","01/01/2014 12:00:00 AM","Buses",6299,12184
"1571","US-Canada Border","01/01/2014 12:00:00 AM","Trains",2356,2593
"1578","US-Mexico Border","01/01/2014 12:00:00 AM","Train Passengers",855,1061
"1567","US-Mexico Border","01/01/2014 12:00:00 AM","Trains",751,681
"1598","US-Mexico Border","12/01/2013 12:00:00 AM","Personal Vehicle Passengers",11710485,14776738
"1590","US-Mexico Border","12/01/2013 12:00:00 AM","Personal Vehicles",6000441,6632321
"1585","US-Canada Border","12/01/2013 12:00:00 AM","Personal Vehicle Passengers",4753768,5866101
"1606","US-Mexico Border","12/01/2013 12:00:00 AM","Pedestrians",3988323,3731988
"1593","US-Canada Border","12/01/2013 12:00:00 AM","Personal Vehicles",2524328,2729478
"1587","US-Canada Border","12/01/2013 12:00:00 AM","Trucks",412866,517894
"1595","US-Mexico Border","12/01/2013 12:00:00 AM","Trucks",398636,373198
"1594","US-Canada Border","12/01/2013 12:00:00 AM","Truck Containers Full",300125,384593
"1602","US-Mexico Border","12/01/2013 12:00:00 AM","Bus Passengers",254446,260807
"1608","US-Mexico Border","12/01/2013 12:00:00 AM","Truck Containers Full",233404,225447
"1589","US-Canada Border","12/01/2013 12:00:00 AM","Bus Passengers",142820,297966
"1591","US-Canada Border","12/01/2013 12:00:00 AM","Rail Containers Full",120826,100432
"1605","US-Mexico Border","12/01/2013 12:00:00 AM","Truck Containers Empty",91227,140755
"1588","US-Canada Border","12/01/2013 12:00:00 AM","Truck Containers Empty",90710,78735
"1604","US-Canada Border","12/01/2013 12:00:00 AM","Rail Containers Empty",55063,39345
"1599","US-Mexico Border","12/01/2013 12:00:00 AM","Rail Containers Empty",34945,28363
"1586","US-Mexico Border","12/01/2013 12:00:00 AM","Rail Containers Full",33411,24260
